Created-At,From-User,Text,Retweet-Count,Id
12/21/2020 11:29:00 PM,Primaberita.com,"Antisipasi Lonjakan Covid-19, Pemko Tebingtinggi Terbitkan Surat Edaran Tentang PSBB https://t.co/pSa2xkeB5N",0,1341058300209670000
12/21/2020 11:20:00 PM,Syamsuddin,RT @republikaonline: Bupati Lebak berharap melalui PSBB kembali dapat menurunkan kasus Covid-19. https://t.co/e1sFnYsulr,1,1341055908416140000
12/21/2020 11:17:00 PM,Republika.co.id,Bupati Lebak berharap melalui PSBB kembali dapat menurunkan kasus Covid-19. https://t.co/e1sFnYsulr,1,1341055270709950000
12/21/2020 11:08:00 PM,Name cannot be blank,"@collegemenfess Kita sejurusan nder, dan aku topik TA kalau jadi tentang covid kok. Kamu bisa prediksi keberlangsungan covid gimana, memodelkan pengaruh psbb, penggunaan masker gimana. Terus kalau masuk ke ranah ilkom, pakai bantuan computer vision bisa analisa hasil xray paru2",0,1341052831080430000
12/21/2020 10:58:00 PM,KBR,Kasus Covid-19 Tinggi Gubernur Anies Perpanjang PSBB Transisi https://t.co/TQeMsfMbsS,0,1341050304507250000
12/21/2020 10:43:00 PM,INDRA ARDIAWAN,"RT @merdekadotcom: Pemkab Bogor Berikan Rp17 Miliar untuk Korban PHK: Ade mengungkapkan, selama Pandemi Covid-19 adanya peningkatan jumlah…",1,1341046589847040000
12/21/2020 10:36:00 PM,Merdeka.com,"Pemkab Bogor Berikan Rp17 Miliar untuk Korban PHK: Ade mengungkapkan, selama Pandemi Covid-19 adanya peningkatan jumlah pengangguran dan kemiskinan di Bumi Tegar Beriman. Terlebih, penerapan Pembatasan Sosial Berskala Besar (PSBB) membuat sektor industri… https://t.co/W7XI2YI1Rc",1,1341044766528570000
12/21/2020 10:14:00 PM,Bang Pitung,"@AndryDevry @uzikbaroroh @DrSLSimonSpKK @Partono_ADjem makanya, bahaya Covid hanya utk kelompok org ttt (high risk). keputusan utk lockdown (psbb) semua org adalah KESALAHAN BESAR!!! ?

#PandemiSontoloyo
#CovidDangdut",0,1341039440626470000
12/21/2020 9:27:00 PM,Trenasia,"Nih yang mau liburan, simak berita ini
#natal #bali #psbb #covid
https://t.co/Kvtr5wXdUN",0,1341027599221370000
12/21/2020 9:23:00 PM,Mamanya Al,"RT @Indonesianews15: Anggaran 10T bwat covid tapi paling tinggi kasus covidnya.... 

DKI Perpanjang PSBB Transisi Hingga 3 Januari 2021

ht…",7,1341026386467670000
