"Created-At";"From-User";"Text";"Retweet-Count";"Id"
12/23/20 1:16 PM;"SONTOLOYO";"Lho ketenye mimpi ketemu Nabi ! 
Reaktif Covid-19 di Polda Metro, Haikal Hassan Langsung Dibawa ke RS Polri Kramat Jati. https://t.co/YrdKwj3Eik
@Tahirtuaputty2 @aditama9704 @wangi_mentik @PRIHONGGO @lambert_kota @amandagempita @BudiPra78779216 @Tahirtuaputty2 
@ediedot108 @BHD_8";3;"1341628668645240832"
12/23/20 1:16 PM;"Dicky william";"RT @LaporCovid: Kasus harian yang meningkat, penutupan rumah sakit karena tak lagi mampu tangani pasien, hingga gugurnya nakes menjadi alar…";43;"1341628659786870785"
12/23/20 1:16 PM;"Polres Jembrana";"Cegah Covid Bhabinkamtibmas Desa Yehembang Polsek Mendoyo Sambangi Tomas Banjar Kaleran Kaja Sampaikan Himbauan Protokol Kesehatan. https://t.co/l05T7VAD7E";0;"1341628635950813186"
12/23/20 1:16 PM;"Mama Hoka";"RT @baskaramp: Hai, yang lagi postif covid-19 tapi ngakunya penyakit lain di media sosial, tetap lakukan contact tracing ya.";42;"1341628619899035649"
12/23/20 1:16 PM;"informasi selebriti";"Waduh, Ternyata 6 Tempat Ini Berisiko Tinggi Penularan COVID-19 https://t.co/dPtQwmKW1N";1;"1341628619332968449"
12/23/20 1:16 PM;"Kompas Travel";"Wishnutama: Covid-19 Tantangan Luar Biasa bagi Menparekraf Sandiaga https://t.co/UTMsc4kGJO";0;"1341628613666373633"
12/23/20 1:16 PM;"kumparan";"Berdasarkan survei yang digelar oleh Nielsen Indonesia, perkiraan penjualan Harbolnas tahun 2020 ini mencapai Rp 11,6 triliun. Naik 28 persen dibanding 2019. https://t.co/kjtBdnsc9w";1;"1341628611346886657"
12/23/20 1:15 PM;"mims";"idk man why tak bagi je nikah kat your own place ? tunggu ramai ramai kat pejabat kadi tu lagi better is it? covid-free is it?";0;"1341628584394309633"
12/23/20 1:15 PM;"mf.";"@panjisuralaya Alasan: Covid. Cibai.";0;"1341628560000176128"
12/23/20 1:15 PM;"wanjangnim?";"@boobae22R Sekarang karna covid. Kalo udah selesai covid mungkin normal lagi. Tapi emang gak dua tahun sih. 1,8 bulan.";0;"1341628550185504769"
12/23/20 1:15 PM;"jaka swara";"RT @ProfesorZubairi: Benar-benar membingungkan. Kasus aktif Covid-19 melampaui 100 ribu, tapi malah berkerumun di bandara dan stasiun. Alas…";463;"1341628518514319360"
12/23/20 1:15 PM;"Gita Sundari";"hal yang paling bahagia adalah ketika cuti tahun 2020 masih sisa banyak tapi masih bisa carry forward ke tahun 2021....

tapi tidak dengan kantor ku.. kalo ga diambil ya hangus..

cuti lagi covid kaya gini ga bisa kemana mana -,-";0;"1341628510742298628"
12/23/20 1:15 PM;"HariJuve";"RT @catchmeupid: APPROVED! 

Kata Uni Eropa ke vaksin Pfizer BioNtech yang seiring dengan approval ini, seantaro Uni Eropa udah siap disunt…";23;"1341628506371866624"
12/23/20 1:15 PM;"BHINNEKATUNGGALIKA";"RT @Markonah76: Kita doakan si babeh baek2 aja ya gaes agar proses hukumnya bisa berjalan dengan lancar dan bisa disegerakan wkwk

Lenyapka…";19;"1341628480752996352"
12/23/20 1:15 PM;"aadii";"@alipchumilsgt_ Serius ni doktor. Bila search ada yg ckp pesakit covid ada mengalami desing2 telinga. Betul ka tu? Jgn la bikin takut. ?";0;"1341628478131617794"
12/23/20 1:15 PM;"CR8 ?";"RT @geloraco: Usai Pilkada, Satgas Sebut Kasus Covid-19 Meningkat 12 Persen di Tingkat Nasional
https://t.co/VwpyCEkVo9";12;"1341628454647726081"
